yr,fracfiling,ttwealth,ttdivw,ttintw,ttinttaxw,ttintexmw,ttschcpartw,ttscorw,ttrentw,ttmortw,ttrentmortw,ttrestw,ttpeniraw,ttpenw,fraceqpen,ttothdebt,ttcurrency,ttundtr_kg,ttundtr_div,ttundtr_int,ttundtr_bus,ttundtr_rent,ttfainc,ttfkcot,ttfkmik,ttfkprk,ttproptax_res,ttproptax_bus,ttfkinc,ttfkhou,ttfkhoumain,ttfkhourent,ttfkequ,ttfkfix,ttfkbus,ttfkpen,ttfkmor,ttfknmo,ttflinc,ttflemp,ttfllbu,ttflprl,ttsalestax,ttflwag,ttflsup,ttoacont,ttdicont,tthicont,ttuicont,ttsecont_oa,ttsecont_di,ttsecont_hi,ttptinc,ttplcon,ttinvincpen,ttpenben,ttuidiben,ttssben,ttuiben,ttssiben,ttsnapben,ttworkcompben,ttvetben,ttnonvetben,tttanfben,ttothben,ttmedicare,ttmedicaid,ttmedicaidenroll,ttothinkind,ttkindben,ttcolexp,tteducexp,ttnpishinc,ttgovint,tttax,ttben,ttprimsupgov,ttprisupss,ttprisupenprivate,payrolltaxer,pensioncont,healthcont,othbenefits,ttfedtax,ttstatetax,ttcred,ttestatetax,fracestp0p90,fracestp90p95,fracestp95p99,fracestp99p995,fracestp995p999,fracestp999p9999,fracesttop001,ttothcon,ttdiinc,ttdikin,ttninc,private_saving,piksaezden,piksaezwag,piksaezbus,piksaezint,piksaezdiv,piksaezren,piksaezdenKG,hwequ0,bond0,currency0,nonmort0,rental0,ownerhome0,ownermort0,hwbus0,hwpen0,flemp0,flmil0,fkhoumain0,fkhourent0,fkequ0,fkfix0,fkbus0,fkpen0,fkmor0,fknmo0,gdpdeflator,nideflator,cpipiksaez,pcedeflator,totadults20,adults65p,population,tottaxunits,minwage,paycap,ssrate,oarate,dirate,hirate,stdyr_s,stdyr_h,stdyr_m,snapded3,snapded4,snapded5,snapded6,snapdedkid,povcut1,povcut2,povcut3,povcut4,povcut5,povcut6,povcut7,povcut8,povcutadd,snapben1,snapben2,snapben3,snapben4,snapben5,snapben6,snapben7,snapben8,snapbenadd,snapbenmin,snapassn,snapasse,ssiress,ssiresc,ssicuts,ssicutc,snapparticip
1985,0.9349,11420680.14,933126.09,2886569.03,2568620.73,317948.30,1609184.50,86946.52,865987.50,-1346771.50,-672663.00,4412526.50,185247.50,2156495.00,0.29,-703744.00,335113.00,18073.43,3947.94,5141.02,1377.75,1377.75,3835647.14,81610.00,99375.60,52972.07,50101.00,36030.00,1066905.82,240549.82,175755.49,64794.33,229646.03,364959.32,123126.52,349227.68,-173143.31,-67460.25,2768741.33,2387324.00,231876.40,149540.93,202513.00,1930984.70,456339.30,166536.66,16179.34,45450.00,27572.00,7933.94,770.80,2167.26,3458132.14,455850.86,252859.14,295105.00,36090.00,193791.00,15861.00,11058.00,10690.00,5817.00,16551.00,53247.00,15185.00,8920.00,69720.00,39673.00,19.80,18309.00,127702.00,690640.00,176400.00,16087.86,181792.00,1078371.00,888140.00,-19409.00,9340.74,115315.12,147734.00,236858.12,110074.00,-38326.82,336453.00,81360.00,1577.00,8934.00,0.00000,0.00000,0.12672,0.15445,0.29286,0.26682,0.15915,62377.26,3486893.88,2796253.88,3669943.00,0.112882,2349494.88,2021643.69,83392.27,182263.05,56908.38,5287.49,2521716.88,0.089318,0.252749,0.029343,-0.061620,0.075826,0.386363,-0.117924,0.140901,0.205044,0.657940,0.063905,0.045822,0.016893,0.059872,0.096542,0.032101,0.089655,-0.045141,-0.017588,2.019472438,2.113246161,2.127794945,2.038252964,168205,28416,238506.00,108736.06,3.35,39600,0.114,0.1039,0.0101,0.027,2400,2400,3550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,488,
1986,0.9310,12688908.58,1114680.31,3179271.73,2788140.53,391131.20,1638667.50,99116.53,927937.50,-1549636.50,-741506.50,4924030.00,265197.50,2481044.50,0.30,-790642.50,399242.00,37452.78,3540.89,4460.66,1233.11,1233.11,4007633.86,91871.00,104917.80,52047.96,54052.00,37211.00,1063054.62,262601.88,190228.24,72373.64,209074.67,375530.01,128142.31,351778.87,-193748.36,-70324.76,2944579.24,2542063.00,244808.20,157708.04,209756.00,2034525.68,507537.32,178527.46,17223.54,52155.00,26748.00,8917.63,860.33,2608.03,3625264.88,478052.67,264693.31,322524.00,37853.00,204710.00,16467.00,12079.00,10553.00,6406.00,16589.00,56621.00,16138.00,9436.00,75269.00,43645.00,20.42,19716.00,138630.00,737989.00,190800.00,16894.14,193287.00,1144153.00,949829.00,-26841.00,11099.97,106575.71,157869.00,245775.71,117497.00,-13604.38,350601.00,87205.00,2009.00,10019.00,0.00000,0.00000,0.10202,0.15132,0.30099,0.27388,0.17179,71161.03,3663217.84,2925228.84,3831241.00,0.077569,2467473.09,2137146.71,99088.79,167778.36,61673.86,1785.37,2800382.09,0.095658,0.250555,0.031464,-0.062310,0.073130,0.388058,-0.122125,0.129142,0.216429,0.670200,0.064542,0.047466,0.018059,0.052169,0.095124,0.031975,0.086357,-0.048345,-0.017548,1.979389866,2.070774018,2.089956268,1.99485233,170556,29008,240683.00,110683.65,3.35,42000,0.114,0.1040,0.0100,0.029,2480,2480,3670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,504,
1987,0.9499,13778814.20,1151443.80,3466782.93,3010552.51,456230.42,1703937.50,166853.96,978645.00,-1738816.00,-798965.00,5372798.50,340132.50,2711756.00,0.29,-831619.00,456899.00,14588.12,3813.77,4645.73,984.33,984.33,4289285.94,112702.00,112816.20,55477.82,59804.00,36336.00,1135249.96,281525.78,205894.53,75631.25,239075.79,377039.75,135886.65,376629.81,-207367.15,-67540.66,3154035.98,2722405.00,263237.80,168393.18,223871.00,2166059.84,556345.16,189610.53,18422.47,55430.00,26726.00,10241.28,995.04,2995.69,3901166.49,475029.61,283017.84,333146.00,36782.00,212446.00,14625.00,12948.00,10607.00,7088.00,16463.00,58567.00,16415.00,9573.00,81585.00,47836.00,21.04,20683.00,150104.00,776893.00,204900.00,18805.06,209596.00,1255990.00,1002027.00,26904.00,18924.31,86177.30,166261.00,229034.30,126087.00,34962.87,392987.00,96600.00,1936.00,10576.00,0.00000,0.00000,0.07731,0.14819,0.30913,0.28094,0.18444,77118.69,3893198.81,3116305.81,4098495.00,0.075152,2668944.41,2287325.10,144663.81,168998.02,66803.66,1153.82,2806993.41,0.095676,0.251602,0.033160,-0.060355,0.071025,0.389932,-0.126195,0.123664,0.221491,0.670497,0.064832,0.048002,0.017633,0.055738,0.089209,0.031680,0.086501,-0.048345,-0.015746,1.931918655,2.017650141,2.021649211,1.935182135,172552,29626,242843.00,112640.15,3.35,43800,0.114,0.1039,0.0101,0.029,2540,2540,3760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,510,
1988,0.9568,14936858.67,1206439.70,3799395.70,3277089.54,522306.16,1805470.00,265180.77,1006688.50,-1941720.00,-860436.00,5856653.00,401532.50,2944039.50,0.28,-866507.50,459686.50,14718.09,3624.51,4267.32,947.54,947.54,4673605.73,124266.00,126854.40,60787.39,63602.00,43393.00,1246887.52,305286.32,226953.07,78333.25,275938.43,396227.42,153559.97,407081.69,-222018.26,-69188.05,3426718.21,2947987.00,295993.60,182737.61,243525.00,2340182.23,607804.77,215411.92,20660.08,58874.00,27832.00,11495.02,1102.48,3143.49,4258542.30,502991.39,303693.45,354849.41,36772.00,226008.00,13328.00,13785.00,11213.00,8061.00,16735.00,64063.00,16890.00,10403.00,86289.00,53027.00,21.66,22006.00,161322.00,820454.00,220000.00,22320.27,224323.00,1353321.00,1062574.00,51423.00,37165.51,74204.47,184633.00,226489.88,142039.00,54642.89,403845.00,102094.00,3711.00,11114.00,0.00000,0.00000,0.05260,0.14506,0.31726,0.28800,0.19708,84980.49,4244296.81,3423842.81,4471603.00,0.084201,2956031.98,2487931.04,197310.28,186922.85,77305.54,6562.26,3111659.98,0.098523,0.254364,0.030775,-0.058011,0.067396,0.392094,-0.129995,0.120873,0.223981,0.666306,0.066901,0.048561,0.016761,0.059042,0.085891,0.032857,0.085991,-0.047505,-0.014804,1.866032885,1.947039132,1.950086407,1.862401902,174344,30124,245061.00,114656.01,3.35,45000,0.1212,0.1106,0.0106,0.029,3000,4400,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,532,
1989,0.9604,16352426.71,1523847.04,4057192.32,3495396.64,561795.68,1903411.00,296746.35,1042360.00,-2157473.50,-913866.50,6379027.00,468647.50,3303926.50,0.28,-924326.00,459068.50,13664.07,3568.80,4058.97,894.73,894.73,4978591.65,124422.00,136762.80,63575.63,68767.00,53668.00,1327191.07,325696.84,246010.82,79686.02,278565.82,439877.17,166603.17,435835.42,-240869.73,-78517.61,3651400.57,3139601.00,319113.20,192686.37,256262.00,2451688.45,687912.55,230185.77,22076.23,62948.00,25295.00,12888.34,1236.07,3527.59,4542304.73,530221.88,324173.69,378922.66,39186.00,239933.00,14410.00,14980.00,12325.00,9056.00,17214.00,70469.00,17485.00,10977.00,98175.00,60838.00,22.28,25175.00,184188.00,881429.00,240200.00,25911.35,244374.00,1468520.00,1153300.00,60889.00,37338.41,74774.81,193673.00,238540.47,158580.00,97119.08,453095.00,114640.00,5646.00,12435.00,0.00000,0.00000,0.05507,0.15073,0.31148,0.28990,0.19283,93549.59,4518766.14,3637337.14,4760129.00,0.072357,3130386.76,2610189.89,212628.15,219899.90,81266.09,6402.73,3277076.76,0.111335,0.248109,0.028073,-0.056525,0.063743,0.390097,-0.131936,0.116399,0.230704,0.665752,0.067668,0.049414,0.016006,0.055953,0.089441,0.033464,0.086455,-0.048381,-0.015771,1.795642366,1.869286496,1.869435961,1.78448728,176060,30682,247387.00,116759.36,3.35,48000,0.1212,0.1106,0.0106,0.029,3100,4550,5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,553,
1990,0.9552,17244499.91,1611152.42,4277530.05,3679691.78,597838.27,1950415.00,311446.94,1084990.50,-2374685.00,-927241.00,6725838.50,551585.00,3618018.50,0.29,-966718.50,454926.50,10698.15,3373.38,3704.36,814.09,814.09,5246106.69,121816.00,139126.50,65047.08,73128.00,61411.00,1378967.27,354964.33,267396.41,87567.92,286052.36,443581.62,171343.71,462664.85,-257065.02,-82574.59,3867139.42,3340373.00,324628.50,202137.92,267185.00,2601524.26,738848.74,247297.89,26395.11,66851.00,24523.00,13744.05,1466.96,3721.99,4801792.65,556143.29,343399.08,410032.34,45196.00,257516.00,18162.00,16670.00,14741.00,11018.00,17687.00,79921.00,19187.00,11992.00,107638.00,73144.00,22.90,26781.00,207563.00,948186.00,261300.00,27760.31,260105.00,1544071.00,1253357.00,15047.00,37749.01,63165.94,206451.00,242716.28,176858.00,112823.46,472109.00,122559.00,6313.00,15755.00,0.00000,0.00000,0.05754,0.15640,0.30569,0.29179,0.18858,96680.99,4824505.66,3876319.66,5013762.00,0.069926,3327453.72,2782535.88,225060.51,227558.54,80336.53,11962.26,3443155.72,0.111491,0.248052,0.026381,-0.056060,0.062918,0.390028,-0.137707,0.113104,0.241793,0.671852,0.065293,0.050970,0.016692,0.054527,0.085298,0.032661,0.087448,-0.049001,-0.015740,1.73061392,1.796367299,1.780684961,1.709423613,178365,31247,250181.00,119055.00,3.80,51300,0.124,0.1120,0.0120,0.029,3250,4750,5450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,579,
1991,0.9525,18131104.16,1882958.49,4448274.85,3798045.05,650229.80,1927557.00,301945.31,1117960.00,-2578305.50,-911259.50,6895275.50,660667.50,3975307.00,0.30,-984942.00,484406.00,8677.65,3226.60,3419.00,751.11,751.11,5428650.91,117813.00,136749.00,70775.20,78230.00,70353.00,1440591.11,380329.18,283161.63,97167.55,317929.07,431344.34,170130.72,488636.32,-264178.49,-83600.03,3988059.80,3450516.00,319081.00,218462.80,289238.00,2676441.64,774074.36,254196.23,27173.77,73889.00,24738.00,15053.52,1609.23,4402.24,4991290.77,581862.58,363114.91,450376.36,57241.00,278690.00,26787.00,18612.00,18264.00,11730.00,18131.00,90129.00,21132.00,13216.00,117487.00,96911.00,25.00,28657.00,243055.00,1004857.00,276600.00,25632.09,289920.00,1590314.00,1356172.00,-71322.00,17293.76,56951.47,215132.00,259091.83,192826.00,107024.54,463590.00,125311.00,7175.00,15597.00,0.00000,0.00000,0.06001,0.16207,0.29990,0.29369,0.18434,107411.24,5079919.53,4075062.53,5164363.00,0.085009,3387468.44,2870284.09,221417.38,209334.97,77255.94,9176.06,3488042.44,0.120506,0.245339,0.026717,-0.054323,0.061660,0.380301,-0.142203,0.106312,0.255692,0.672448,0.062184,0.052161,0.017899,0.058565,0.079688,0.031339,0.089780,-0.048664,-0.015400,1.674266883,1.733310705,1.719042527,1.654125105,180978,31812,253530.00,120453.26,4.25,53400,0.124,0.1120,0.0120,0.029,3400,5000,5700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,610,
1992,0.9316,19265480.71,2312982.15,4441260.12,3765162.88,676097.24,1867071.00,368305.94,1151788.50,-2753854.50,-882629.00,7120297.00,771855.00,4418199.00,0.33,-1002180.00,569756.50,12874.14,3617.97,3697.09,859.16,859.16,5762269.55,131914.00,146914.50,75118.18,80196.00,74394.00,1517200.23,404483.59,298807.01,105676.57,358828.42,408744.61,178643.27,511109.29,-260752.59,-83856.35,4245069.32,3668246.00,342800.50,234022.82,309141.00,2810072.09,858173.91,265530.11,28474.89,77692.00,28804.00,15998.19,1715.61,4721.20,5317951.04,617730.10,382577.06,482322.64,73666.00,297053.00,39617.00,22328.00,21295.00,12337.00,18620.00,103139.00,22242.00,14388.00,132596.00,116248.00,27.10,30716.00,279560.00,1048383.00,292900.00,22970.45,310013.00,1679193.00,1449702.00,-107165.00,3852.80,57888.66,228398.00,277207.30,215723.00,136845.61,477497.00,135305.00,10549.00,15795.00,0.00000,0.00000,0.06248,0.16773,0.29412,0.29558,0.18009,114428.20,5428982.84,4380599.84,5475227.00,0.085080,3545787.15,3020951.75,271677.49,162257.72,77885.07,13015.11,3661363.15,0.139176,0.230529,0.029574,-0.052019,0.059785,0.369588,-0.142942,0.096913,0.269397,0.673739,0.062961,0.051856,0.018339,0.062272,0.070747,0.031002,0.088887,-0.045252,-0.014553,1.636912286,1.689229132,1.676536483,1.611183507,183443,32356,256922.00,121944.05,4.25,55500,0.124,0.1120,0.0120,0.029,3600,5250,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,633,
1993,0.9289,20319887.28,2628336.99,4434107.46,3737982.41,696125.05,1867696.00,386351.84,1214473.50,-2919765.50,-856574.50,7390590.50,870467.50,4844203.50,0.35,-1048944.50,652370.00,16636.68,4077.39,4015.46,1029.70,1029.70,6026426.15,155047.00,154334.40,80881.47,77974.00,72603.00,1602605.02,428390.44,322908.27,105482.17,391120.14,395096.63,184324.49,543165.52,-253205.22,-86286.97,4423821.13,3817290.00,360113.60,246417.53,327299.00,2896887.17,920402.83,276345.55,29625.45,81280.00,31313.00,16800.00,1801.03,4989.97,5546757.28,649909.26,406426.63,504888.02,71779.00,312947.00,34848.00,24653.00,22211.00,12654.00,19307.00,109279.00,22826.00,15286.00,146785.00,130104.00,29.20,31877.00,308766.00,1073040.00,307900.00,21688.85,317848.00,1776739.00,1510392.00,-81435.00,8090.03,65152.21,239679.00,294024.23,234286.00,152413.60,507688.00,141066.00,11649.00,17637.00,0.00000,0.00000,0.06495,0.17340,0.28833,0.29748,0.17584,121539.97,5636295.31,4563255.31,5730267.00,0.083517,3622021.40,3118559.72,278000.47,131045.70,79671.06,14744.45,3762368.40,0.148361,0.218215,0.032105,-0.051622,0.059768,0.363712,-0.143690,0.091915,0.281235,0.670790,0.063281,0.053582,0.017503,0.064901,0.065136,0.030586,0.090555,-0.042016,-0.014318,1.599004193,1.647677516,1.636081774,1.572033516,185685,32902,260282.00,123378.49,4.25,57600,0.124,0.1120,0.0120,0.029,3700,5450,6200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,652,
1994,0.9297,21318310.87,2665992.67,4619095.44,3886623.11,732472.33,1948946.00,493540.76,1308158.50,-3082559.00,-843234.50,7654338.50,950400.00,5258300.50,0.36,-1162933.00,665030.50,16057.34,4318.28,4095.63,1192.92,1192.92,6416706.19,172671.00,164123.40,91419.77,81583.00,85263.00,1760444.37,463218.72,351803.23,111415.49,444796.57,398703.37,198103.46,606260.66,-255861.65,-94776.76,4656261.83,4006192.00,382954.60,267115.23,358535.00,3031211.48,974980.52,274866.32,48140.68,90262.00,31939.00,16462.01,2883.19,5469.80,5876993.44,682913.39,454561.11,533890.74,63871.00,327389.00,23942.00,26269.00,22842.00,12835.00,19703.00,115394.00,23163.00,16300.00,164423.00,139429.00,31.30,32266.00,336118.00,1108101.00,323900.00,23228.81,325286.00,1919533.00,1579316.00,-11102.00,22960.20,62191.44,254139.00,308622.18,245971.00,166248.34,545082.00,147991.00,13985.00,20228.00,0.00000,0.00000,0.08779,0.16256,0.28846,0.28570,0.17549,133888.80,5911067.64,4802966.64,6114649.00,0.072911,3805320.59,3270261.14,307970.89,126076.62,82349.66,18662.29,3944421.59,0.148207,0.216673,0.031195,-0.054551,0.061363,0.359050,-0.144597,0.091421,0.291238,0.662334,0.063313,0.054826,0.017363,0.069319,0.061530,0.030873,0.095086,-0.039874,-0.014770,1.565631972,1.612338588,1.601888334,1.539890985,187757,33331,263455.00,124715.81,4.25,60600,0.124,0.1055,0.0185,0.029,3800,5600,6350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,669,
